article_title,revision_id,article_quality,country,population,region
Majah Ha Adrif,1233202991,Start,Afghanistan,42.4,SOUTH ASIA
Haroon al-Afghani,1230459615,B,Afghanistan,42.4,SOUTH ASIA
Tayyab Agha,1225661708,Start,Afghanistan,42.4,SOUTH ASIA
Khadija Zahra Ahmadi,1234741562,Stub,Afghanistan,42.4,SOUTH ASIA
Aziza Ahmadyar,1195651393,Start,Afghanistan,42.4,SOUTH ASIA
Muqadasa Ahmadzai,1235521766,Start,Afghanistan,42.4,SOUTH ASIA
Mohammad Sarwar Ahmedzai,1176429234,Start,Afghanistan,42.4,SOUTH ASIA
Amir Muhammad Akhundzada,1247931713,Start,Afghanistan,42.4,SOUTH ASIA
Nasrullah Baryalai Arsalai,1225385278,Start,Afghanistan,42.4,SOUTH ASIA
Abdul Rahim Ayoubi,1226326055,Start,Afghanistan,42.4,SOUTH ASIA
Ismael Balkhi,1244521219,Start,Afghanistan,42.4,SOUTH ASIA
Abdul Baqi Turkistani,1231655023,Stub,Afghanistan,42.4,SOUTH ASIA
Mohammad Ghous Bashiri,1237694188,Start,Afghanistan,42.4,SOUTH ASIA
Jan Baz,1227635806,Stub,Afghanistan,42.4,SOUTH ASIA
Bashir Ahmad Bezan,1248505877,Start,Afghanistan,42.4,SOUTH ASIA
Rafiullah Bidar,1197443408,Stub,Afghanistan,42.4,SOUTH ASIA
Mohammad Siddiq Chakari,1134129082,Stub,Afghanistan,42.4,SOUTH ASIA
Cheragh Ali Cheragh,1193992206,Start,Afghanistan,42.4,SOUTH ASIA
Nasir Ahmad Durrani,988838315,Stub,Afghanistan,42.4,SOUTH ASIA
Muhammad Hashim Esmatullahi,949986748,Stub,Afghanistan,42.4,SOUTH ASIA
Ezatullah (Nangarhar),1158302291,Stub,Afghanistan,42.4,SOUTH ASIA
Aimal Faizi,1185105938,Stub,Afghanistan,42.4,SOUTH ASIA
Gajinder Singh Safri,1212323536,Stub,Afghanistan,42.4,SOUTH ASIA
Sharif Ghalib,1245967190,Start,Afghanistan,42.4,SOUTH ASIA
Hashmat Ghani Ahmadzai,1207743719,C,Afghanistan,42.4,SOUTH ASIA
Abdul Ghani Ghani,1227026187,Stub,Afghanistan,42.4,SOUTH ASIA
Ghulam Ghaus,1158659195,Stub,Afghanistan,42.4,SOUTH ASIA
Ghulam Muhammad Ghobar,1240993642,Stub,Afghanistan,42.4,SOUTH ASIA
Mohammad Gul (Helmand Council),1136611354,Stub,Afghanistan,42.4,SOUTH ASIA
Sayed Yousuf Halim,1234514565,Stub,Afghanistan,42.4,SOUTH ASIA
Rangina Hamidi,1234743111,C,Afghanistan,42.4,SOUTH ASIA
Sayed Zafar Hashemi,1179137138,Start,Afghanistan,42.4,SOUTH ASIA
Qutbuddin Hilal,1246566795,Start,Afghanistan,42.4,SOUTH ASIA
Mahboba Hoqomal,1243745950,Stub,Afghanistan,42.4,SOUTH ASIA
Musa Hotak,1246566804,Start,Afghanistan,42.4,SOUTH ASIA
Mirza Muhammad Ismail,1235165845,C,Afghanistan,42.4,SOUTH ASIA
Sayed Jalal,1137130537,Start,Afghanistan,42.4,SOUTH ASIA
Said Tayeb Jawad,1248976824,C,Afghanistan,42.4,SOUTH ASIA
Sayed Jalal Karim,1136614743,Start,Afghanistan,42.4,SOUTH ASIA
Hafizullah Shabaz Khail,1238402857,Start,Afghanistan,42.4,SOUTH ASIA
Masoud Khalili,1246566971,GA,Afghanistan,42.4,SOUTH ASIA
Mohammad Khan (athlete),1247727443,Stub,Afghanistan,42.4,SOUTH ASIA
Samoud Khan,1195409073,Start,Afghanistan,42.4,SOUTH ASIA
Baran Khan Kudezai,1176481824,Start,Afghanistan,42.4,SOUTH ASIA
Azizullah Lodin,1247762293,Start,Afghanistan,42.4,SOUTH ASIA
Razaq Mamoon,1227180106,Start,Afghanistan,42.4,SOUTH ASIA
Fazel Ahmed Manawi,1234514379,Start,Afghanistan,42.4,SOUTH ASIA
Moeen Marastial,1246567093,Start,Afghanistan,42.4,SOUTH ASIA
Ahmad Wali Massoud,1221720658,Start,Afghanistan,42.4,SOUTH ASIA
Mohammad Daud Miraki,1227103354,C,Afghanistan,42.4,SOUTH ASIA
Abdul Sattar Mirzakwal,1145249317,Stub,Afghanistan,42.4,SOUTH ASIA
Abdul Karim Misaq,1235405154,Stub,Afghanistan,42.4,SOUTH ASIA
Ali Mohammad (politician),1136630194,Stub,Afghanistan,42.4,SOUTH ASIA
Nasruddin Mohseni,1136630129,Start,Afghanistan,42.4,SOUTH ASIA
Davood Moradian,1239319380,Stub,Afghanistan,42.4,SOUTH ASIA
Zalmai Mujadidi,1223903677,Start,Afghanistan,42.4,SOUTH ASIA
Sardar Mohammad Nadir Naeem,1204109653,Stub,Afghanistan,42.4,SOUTH ASIA
Daoud Naji,1247131367,Start,Afghanistan,42.4,SOUTH ASIA
Gholam Rabani Nasher,1136534788,Stub,Afghanistan,42.4,SOUTH ASIA
Ghulam Faroq Nijrabi,1136614778,Stub,Afghanistan,42.4,SOUTH ASIA
Zabih-U-llah Ghazi Noristani,1136614682,Start,Afghanistan,42.4,SOUTH ASIA
Mohammed Tahir Omar,1185088733,Stub,Afghanistan,42.4,SOUTH ASIA
Mohammed Qalamuddin,1178097642,Stub,Afghanistan,42.4,SOUTH ASIA
Ghulam Mohammad Rigi,1129192917,Stub,Afghanistan,42.4,SOUTH ASIA
Ghulam Hassan Safi,1176507815,Stub,Afghanistan,42.4,SOUTH ASIA
Hanifa Safi,1123824802,Stub,Afghanistan,42.4,SOUTH ASIA
Mohammed Zia Salehi,1225457074,Stub,Afghanistan,42.4,SOUTH ASIA
Abdul Majid Samim,1225425205,Stub,Afghanistan,42.4,SOUTH ASIA
Saber Sangar,1227951669,Stub,Afghanistan,42.4,SOUTH ASIA
Sayed Nasim Mihanparast,1172646418,Stub,Afghanistan,42.4,SOUTH ASIA
Suhail Shaheen,1198363158,Start,Afghanistan,42.4,SOUTH ASIA
Fazal Hadi Shinwari,1242412237,GA,Afghanistan,42.4,SOUTH ASIA
Baktash Siawash,1236603169,Stub,Afghanistan,42.4,SOUTH ASIA
Hasan Ali Sultani,1136614726,Stub,Afghanistan,42.4,SOUTH ASIA
Mohammad Hashem Taufiqui,1233490009,Start,Afghanistan,42.4,SOUTH ASIA
Pacha Gul Wafadar,1227179979,Stub,Afghanistan,42.4,SOUTH ASIA
Wahidullah Waissi,1232389768,C,Afghanistan,42.4,SOUTH ASIA
Ahmadullah Wasiq,1171042170,Start,Afghanistan,42.4,SOUTH ASIA
Gul Ahmmad Yama,1136614561,Start,Afghanistan,42.4,SOUTH ASIA
Abdul Salam Zaeef,1243758857,GA,Afghanistan,42.4,SOUTH ASIA
Abdul Zahir (Konar Education Minister),1126667481,Stub,Afghanistan,42.4,SOUTH ASIA
Mohammed Zaman,1229734414,Start,Afghanistan,42.4,SOUTH ASIA
Ziauddin (Afghan militia leader),1150044800,Start,Afghanistan,42.4,SOUTH ASIA
Qari Ziauddin,1245217124,Start,Afghanistan,42.4,SOUTH ASIA
Abdul Ghafor Zori,1136614520,Stub,Afghanistan,42.4,SOUTH ASIA
Ali Pasha of Gusinje,1244421894,GA,Albania,2.7,SOUTHERN EUROPE
Ylli Asllani,1221605713,Start,Albania,2.7,SOUTHERN EUROPE
Azis Tahir Ajdonati,1192928746,Stub,Albania,2.7,SOUTHERN EUROPE
Bislim Bajgora,1217284690,C,Albania,2.7,SOUTHERN EUROPE
Kastriot Berissa,1244463139,Start,Albania,2.7,SOUTHERN EUROPE
Bardhok Biba,1250227174,C,Albania,2.7,SOUTHERN EUROPE
Kostandin Boshnjaku,1250227994,C,Albania,2.7,SOUTHERN EUROPE
Spartak Braho,1224650124,Start,Albania,2.7,SOUTHERN EUROPE
Safet Butka,1189442848,C,Albania,2.7,SOUTHERN EUROPE
Uran Butka,1196422551,Start,Albania,2.7,SOUTHERN EUROPE
Refo Çapari,1222381064,Start,Albania,2.7,SOUTHERN EUROPE
Neritan Ceka,1184807608,Start,Albania,2.7,SOUTHERN EUROPE
Hysni Curri,1198914812,Start,Albania,2.7,SOUTHERN EUROPE
Ibrahim Dalliu,1248264998,Start,Albania,2.7,SOUTHERN EUROPE
Niazi Demi,1209346411,Stub,Albania,2.7,SOUTHERN EUROPE
Abdurrahman Dibra,1244008227,Start,Albania,2.7,SOUTHERN EUROPE
Bujar Dida,1222151681,C,Albania,2.7,SOUTHERN EUROPE
Ahmed Dino,1209165678,Stub,Albania,2.7,SOUTHERN EUROPE
Rasih Dino,1180949327,Stub,Albania,2.7,SOUTHERN EUROPE
Ferhat Bey Draga,1236738861,C,Albania,2.7,SOUTHERN EUROPE
Nexhip Draga,1236738502,GA,Albania,2.7,SOUTHERN EUROPE
Aqif Pasha Elbasani,1243882903,GA,Albania,2.7,SOUTHERN EUROPE
Abas Ermenji,1240801210,Start,Albania,2.7,SOUTHERN EUROPE
Qamil Musa Haxhi Feza,1198224146,Stub,Albania,2.7,SOUTHERN EUROPE
Themistokli Gërmenji,1241037317,C,Albania,2.7,SOUTHERN EUROPE
Sabri Godo,1230739582,C,Albania,2.7,SOUTHERN EUROPE
Mihal Grameno,1226635783,C,Albania,2.7,SOUTHERN EUROPE
Aćif Hadžiahmetović,1229938943,GA,Albania,2.7,SOUTHERN EUROPE
High Council of Regency,1245450388,C,Albania,2.7,SOUTHERN EUROPE
Kurt Agë Kadiu,1244486529,Stub,Albania,2.7,SOUTHERN EUROPE
Mehmed Kalakula,1145510350,Stub,Albania,2.7,SOUTHERN EUROPE
Alfred Karamuço,1098236555,Stub,Albania,2.7,SOUTHERN EUROPE
Ibrahim Karbunara,1235824719,C,Albania,2.7,SOUTHERN EUROPE
Ali Këlcyra,1227369252,Start,Albania,2.7,SOUTHERN EUROPE
Bajram Kelmendi,1237006808,Start,Albania,2.7,SOUTHERN EUROPE
Kristo Kirka,1237950375,C,Albania,2.7,SOUTHERN EUROPE
Elez Koçi,1174010569,Start,Albania,2.7,SOUTHERN EUROPE
Xhelal Koprëncka,1209148780,Stub,Albania,2.7,SOUTHERN EUROPE
Kryeziu family,1236739222,Start,Albania,2.7,SOUTHERN EUROPE
Artur Kuko,1112281132,Stub,Albania,2.7,SOUTHERN EUROPE
Xhavid Leskoviku,1180950536,Start,Albania,2.7,SOUTHERN EUROPE
Sabit Lulo,1180950488,Stub,Albania,2.7,SOUTHERN EUROPE
Gjon Markagjoni,1227760361,C,Albania,2.7,SOUTHERN EUROPE
Tefik Mborja,1234673487,Start,Albania,2.7,SOUTHERN EUROPE
Hysni Milloshi,1218412314,Start,Albania,2.7,SOUTHERN EUROPE
Musa Qazimi,1235824584,GA,Albania,2.7,SOUTHERN EUROPE
Mustafa Ndroqi,1198219291,Stub,Albania,2.7,SOUTHERN EUROPE
Behxhet Nepravishta,1180949734,Stub,Albania,2.7,SOUTHERN EUROPE
Adrian Neritani,1196135017,Start,Albania,2.7,SOUTHERN EUROPE
Sali Nivica,1240539074,Start,Albania,2.7,SOUTHERN EUROPE
Thoma Orologa,1180949774,Start,Albania,2.7,SOUTHERN EUROPE
Bedri Pejani,1220757655,C,Albania,2.7,SOUTHERN EUROPE
Kadri Prishtina,1198167947,Start,Albania,2.7,SOUTHERN EUROPE
Ymer Prizreni,1215667416,Start,Albania,2.7,SOUTHERN EUROPE
Avni Rustemi,1229276965,Start,Albania,2.7,SOUTHERN EUROPE
Chatin Sarachi,1141930406,C,Albania,2.7,SOUTHERN EUROPE
Nebi Sefa,1244486537,Stub,Albania,2.7,SOUTHERN EUROPE
Eduard Shalsi,1173107489,Start,Albania,2.7,SOUTHERN EUROPE
Ylli Vesel Shehu,1240443327,Stub,Albania,2.7,SOUTHERN EUROPE
Athanas Shundi,1220369492,C,Albania,2.7,SOUTHERN EUROPE
Xhelal Sveçla,1217259369,Start,Albania,2.7,SOUTHERN EUROPE
Mehmet Tahsini,1239924043,Stub,Albania,2.7,SOUTHERN EUROPE
Ibrahim Temo,1228151428,GA,Albania,2.7,SOUTHERN EUROPE
Afrim Tole,1241836925,Stub,Albania,2.7,SOUTHERN EUROPE
Syreja Vlora,1186986269,Start,Albania,2.7,SOUTHERN EUROPE
Visarion Xhuvani,1135323365,C,Albania,2.7,SOUTHERN EUROPE
Visar Ymeri,1248230838,Stub,Albania,2.7,SOUTHERN EUROPE
Abdyl Ypi,1220281072,Stub,Albania,2.7,SOUTHERN EUROPE
Xhezair Zaganjori,1143896123,Start,Albania,2.7,SOUTHERN EUROPE
Menduh Zavalani,1235824554,FA,Albania,2.7,SOUTHERN EUROPE
Abdelkader Zoukh,1250270534,Start,Algeria,46.8,NORTHERN AFRICA
Chaâbane Aït Abderrahim,1234096174,Start,Algeria,46.8,NORTHERN AFRICA
Ali Aoun,1214835889,Start,Algeria,46.8,NORTHERN AFRICA
Basma Azouar,1192088820,Stub,Algeria,46.8,NORTHERN AFRICA
Mohamed Seghir Babes,1226280389,Stub,Algeria,46.8,NORTHERN AFRICA
Noureddine Bahbouh,1099284595,Stub,Algeria,46.8,NORTHERN AFRICA
Lamine Bechichi,1111537825,Stub,Algeria,46.8,NORTHERN AFRICA
Aïssa Bekkai,1219685755,Stub,Algeria,46.8,NORTHERN AFRICA
Abdelhakim Belabed,1218173615,Start,Algeria,46.8,NORTHERN AFRICA
Mohamed Tarek Belaribi,1241671793,Start,Algeria,46.8,NORTHERN AFRICA
Kamel Beldjoud,1214832676,Stub,Algeria,46.8,NORTHERN AFRICA
Aboubakr Belkaid,1176411375,Start,Algeria,46.8,NORTHERN AFRICA
Youcef Belmehdi,1239235131,Stub,Algeria,46.8,NORTHERN AFRICA
Mohamed Cherif Belmihoub,1226553342,Start,Algeria,46.8,NORTHERN AFRICA
Mohamed Belouizdad,1169278443,Start,Algeria,46.8,NORTHERN AFRICA
Benaouda Hadj Hacène Bachterzi,1237478919,Stub,Algeria,46.8,NORTHERN AFRICA
Souad Bendjaballah,1134649751,Stub,Algeria,46.8,NORTHERN AFRICA
Abdelkrim Benmbarek,1245801726,Stub,Algeria,46.8,NORTHERN AFRICA
Mohamed Bensalam,1235672021,Stub,Algeria,46.8,NORTHERN AFRICA
Fayçal Bentaleb,1217131488,Stub,Algeria,46.8,NORTHERN AFRICA
Ahmed Bidani,1212186965,Start,Algeria,46.8,NORTHERN AFRICA
Kamel Bidari,1249963763,GA,Algeria,46.8,NORTHERN AFRICA
Rachid Bladehane,1186319378,Stub,Algeria,46.8,NORTHERN AFRICA
Saïd Boualam,1240883461,Start,Algeria,46.8,NORTHERN AFRICA
Rabah Bouaziz,1232492563,Start,Algeria,46.8,NORTHERN AFRICA
Abdeslam Bouchouareb,1203569345,Stub,Algeria,46.8,NORTHERN AFRICA
Ibrahim Boughali,1230623499,Stub,Algeria,46.8,NORTHERN AFRICA
Yahia Boukhari,1186319308,Stub,Algeria,46.8,NORTHERN AFRICA
Mohamed Bouslimani,1224118485,Stub,Algeria,46.8,NORTHERN AFRICA
Foued Chehat,1242037866,Stub,Algeria,46.8,NORTHERN AFRICA
Hamza Al Sid Cheikh,1248318178,Stub,Algeria,46.8,NORTHERN AFRICA
Hocine Cherhabil,1242619010,Stub,Algeria,46.8,NORTHERN AFRICA
Saïd Chibane,1230435685,Stub,Algeria,46.8,NORTHERN AFRICA
Brahim Chibout,1053460621,Stub,Algeria,46.8,NORTHERN AFRICA
Youcef Chorfa,1214834266,Start,Algeria,46.8,NORTHERN AFRICA
Fazia Dahleb,1244337610,Stub,Algeria,46.8,NORTHERN AFRICA
Taha Derbal,1213344636,Stub,Algeria,46.8,NORTHERN AFRICA
Nassim Diafat,1213342432,Stub,Algeria,46.8,NORTHERN AFRICA
Mokhtar Didouche,1227200392,Start,Algeria,46.8,NORTHERN AFRICA
Bouras Djamel,1226437538,Stub,Algeria,46.8,NORTHERN AFRICA
Fatiha Serour,1218302579,Start,Algeria,46.8,NORTHERN AFRICA
Ahmed Hamiani,1226452639,Stub,Algeria,46.8,NORTHERN AFRICA
Nadir Kassab,1226271746,Stub,Algeria,46.8,NORTHERN AFRICA
Brahim Djamel Kassali,1172500304,Start,Algeria,46.8,NORTHERN AFRICA
Kaoutar Krikou,1213795388,Stub,Algeria,46.8,NORTHERN AFRICA
Sassi Lamouri,1181986973,Stub,Algeria,46.8,NORTHERN AFRICA
Mohamed Maghlaoui,1053469610,Stub,Algeria,46.8,NORTHERN AFRICA
Amar Makhloufi,1235394946,Stub,Algeria,46.8,NORTHERN AFRICA
Yassine Merabi,1214841607,Stub,Algeria,46.8,NORTHERN AFRICA
Brahim Merad,1244511083,Start,Algeria,46.8,NORTHERN AFRICA
Bachir Messaitfa,1186318318,Stub,Algeria,46.8,NORTHERN AFRICA
Azzedine Mihoubi,1233387309,Start,Algeria,46.8,NORTHERN AFRICA
Mohamed Ali Boughazi,1213870570,Start,Algeria,46.8,NORTHERN AFRICA
Amar Mohammedi,1226279231,Start,Algeria,46.8,NORTHERN AFRICA
Samia Moualfi,1212181372,Stub,Algeria,46.8,NORTHERN AFRICA
Soraya Mouloudji,1226335614,Stub,Algeria,46.8,NORTHERN AFRICA
Yacine Oualid,1214837789,Stub,Algeria,46.8,NORTHERN AFRICA
Cherif Rahmani,1053461144,Stub,Algeria,46.8,NORTHERN AFRICA
Lakhdar Rakhroukh,1186317568,Stub,Algeria,46.8,NORTHERN AFRICA
Laid Rebiga,1248662394,Stub,Algeria,46.8,NORTHERN AFRICA
Kamel Rezig,1215901775,Stub,Algeria,46.8,NORTHERN AFRICA
Salim Saadi,1229426851,Stub,Algeria,46.8,NORTHERN AFRICA
Abdelhak Saihi,1218004839,Stub,Algeria,46.8,NORTHERN AFRICA
Hichem Sofiane Salaouatchi,1212186286,Stub,Algeria,46.8,NORTHERN AFRICA
Naima Salhi,1213404244,Stub,Algeria,46.8,NORTHERN AFRICA
Abderezak Sebgag,1212579707,Stub,Algeria,46.8,NORTHERN AFRICA
Abderrachid Tabbi,1218530483,Stub,Algeria,46.8,NORTHERN AFRICA
Karim Bibi Triki,1213794210,Start,Algeria,46.8,NORTHERN AFRICA
Layachi Yaker,1226060720,Start,Algeria,46.8,NORTHERN AFRICA
Ahmed Zeghdar,1213778323,Stub,Algeria,46.8,NORTHERN AFRICA
Adão Francisco Correia de Almeida,1209524394,Stub,Angola,36.7,MIDDLE AFRICA
Ana Paula Chantre Luna de Carvalho,1209514022,Stub,Angola,36.7,MIDDLE AFRICA
Alexandre Sebastião André,1172178750,Stub,Angola,36.7,MIDDLE AFRICA
Paulino Baptista,1242307496,Start,Angola,36.7,MIDDLE AFRICA
Bernarda Gonçalves Martins,1210193481,Stub,Angola,36.7,MIDDLE AFRICA
João Baptista Borges,1227794006,C,Angola,36.7,MIDDLE AFRICA
Carolina Cerqueira,1241977204,C,Angola,36.7,MIDDLE AFRICA
Arlete Chimbinda,1177486404,Start,Angola,36.7,MIDDLE AFRICA
Kafundanga Chingunji,1191431794,Stub,Angola,36.7,MIDDLE AFRICA
Jeremias Chitunda,1220287872,Start,Angola,36.7,MIDDLE AFRICA
Abel Chivukuvuku,1165626565,Start,Angola,36.7,MIDDLE AFRICA
Fiel Domingos Constantino,1217387083,Stub,Angola,36.7,MIDDLE AFRICA
Adalberto Costa Júnior,1244123151,Stub,Angola,36.7,MIDDLE AFRICA
Adjany Costa,1242000475,Start,Angola,36.7,MIDDLE AFRICA
Álvaro Arnaldo Craveiro,1194150567,Stub,Angola,36.7,MIDDLE AFRICA
Raul Danda,1158035855,Stub,Angola,36.7,MIDDLE AFRICA
Diamantino Pedro Azevedo,1209522689,Stub,Angola,36.7,MIDDLE AFRICA
Faustina Fernandes Inglês de Almeida Alves,1209514085,Stub,Angola,36.7,MIDDLE AFRICA
Abraão Gourgel,1124441544,Stub,Angola,36.7,MIDDLE AFRICA
Jofre Van-Dúnem Júnior,1242307432,Stub,Angola,36.7,MIDDLE AFRICA
José Carvalho da Rocha,1242307441,Stub,Angola,36.7,MIDDLE AFRICA
José Luis de Matos,1242307337,Stub,Angola,36.7,MIDDLE AFRICA
Kambamba Kulaxingo,1093124425,Stub,Angola,36.7,MIDDLE AFRICA
Jesus Faria Maiato,1209631313,Stub,Angola,36.7,MIDDLE AFRICA
Manuel Neto da Costa,1209411144,Stub,Angola,36.7,MIDDLE AFRICA
Manuel Tavares de Almeida,1209411217,Stub,Angola,36.7,MIDDLE AFRICA
Marcos Alexandre Nhunga,1209413818,Stub,Angola,36.7,MIDDLE AFRICA
Maria Cândida Pereira Teixeira,1218506469,Stub,Angola,36.7,MIDDLE AFRICA
Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,1209513699,Stub,Angola,36.7,MIDDLE AFRICA
David Mendes,1024544204,Stub,Angola,36.7,MIDDLE AFRICA
Saíde Mingas,1242306726,GA,Angola,36.7,MIDDLE AFRICA
Fernando Faustino Muteka,1241977176,Stub,Angola,36.7,MIDDLE AFRICA
Pedro Mutinde,1209539718,Start,Angola,36.7,MIDDLE AFRICA
José Ndele,1154991360,Stub,Angola,36.7,MIDDLE AFRICA
Ana Paula Sacramento Neto,1227909121,Stub,Angola,36.7,MIDDLE AFRICA
Daniel Ntongi-Nzinga,1187961349,Stub,Angola,36.7,MIDDLE AFRICA
Paula Cristina Francisco Coelho,1209410923,Stub,Angola,36.7,MIDDLE AFRICA
Pedro Pedalé,1115715527,Stub,Angola,36.7,MIDDLE AFRICA
Elias Salupeto Pena,1220287990,Start,Angola,36.7,MIDDLE AFRICA
Johnny Eduardo Pinnock,1242307359,Stub,Angola,36.7,MIDDLE AFRICA
Santana André Pitra,1165626399,Stub,Angola,36.7,MIDDLE AFRICA
Francisco Manuel Monteiro de Queiróz,1242307454,Stub,Angola,36.7,MIDDLE AFRICA
José Aníbal Lopes Rocha,1242307479,Stub,Angola,36.7,MIDDLE AFRICA
José da Rocha,1153488959,Stub,Angola,36.7,MIDDLE AFRICA
Rosa Luís de Sousa Micolo,1246271741,Stub,Angola,36.7,MIDDLE AFRICA
Luís Gomes Sambo,1242306989,Start,Angola,36.7,MIDDLE AFRICA
Branca Manuel Espirito Santo,1142474441,Stub,Angola,36.7,MIDDLE AFRICA
João Ernesto dos Santos,1226309621,Stub,Angola,36.7,MIDDLE AFRICA
José Filomeno dos Santos,1228399791,C,Angola,36.7,MIDDLE AFRICA
Jonas Savimbi,1246026420,GA,Angola,36.7,MIDDLE AFRICA
Pinda Simão,1118804168,Stub,Angola,36.7,MIDDLE AFRICA
Manuel Bernardo de Sousa,1233607984,Stub,Angola,36.7,MIDDLE AFRICA
Augusto da Silva Tomás,1219179734,Stub,Angola,36.7,MIDDLE AFRICA
José Jacinto Van-Dúnem,1242841039,C,Angola,36.7,MIDDLE AFRICA
José Vieira Dias Van-Dúnem,1227004140,Stub,Angola,36.7,MIDDLE AFRICA
Luzia Inglês Van-Dúnem,1240720719,Start,Angola,36.7,MIDDLE AFRICA
Manuel Vicente,1250493481,C,Angola,36.7,MIDDLE AFRICA
Mfulupinga Nlando Victor,1243272129,Start,Angola,36.7,MIDDLE AFRICA
Clement Antonio,1241563106,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Randolph Beazer,1247631912,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Studiation Brown,825090349,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Alex Browne (politician),1247631794,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Colin O'Neil Browne,1241563118,Stub,Antigua and Barbuda,0.1,CARIBBEAN
James Carlisle,1242152285,C,Antigua and Barbuda,0.1,CARIBBEAN
Gail Christian,1241563122,Start,Antigua and Barbuda,0.1,CARIBBEAN
Mackenzie Frank,1247632329,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Osbert Richard Frederick,1241563130,Start,Antigua and Barbuda,0.1,CARIBBEAN
Caleb Gardiner,1241563135,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Shenella Mary Shadida Govia,1241563138,Stub,Antigua and Barbuda,0.1,CARIBBEAN
William Haynes-Smith,1250666577,C,Antigua and Barbuda,0.1,CARIBBEAN
Tim Hector,1227026341,C,Antigua and Barbuda,0.1,CARIBBEAN
Cheryl Mary Clare Hurst,1242813942,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Wilfred Jacobs,1246340247,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Rick James (actor),1213836084,C,Antigua and Barbuda,0.1,CARIBBEAN
Kiz Johnson,1247632301,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Fabian Jones,1247632282,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Johnathan Joseph (politician),1241563151,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Kelvin Simon,1241592202,Start,Antigua and Barbuda,0.1,CARIBBEAN
Harold Lovell,1241564680,Start,Antigua and Barbuda,0.1,CARIBBEAN
Edmond Mansoor,1248648606,Start,Antigua and Barbuda,0.1,CARIBBEAN
David Massiah,1247632248,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Joanne Massiah,1241592526,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Dwayne George,1247631631,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Knacyntar Nedd,1247514093,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Melford Nicholas,1241592535,Start,Antigua and Barbuda,0.1,CARIBBEAN
Shawn Nicholas,1247632364,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Bernard Percival,1241564686,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Jamale Pringle,1241592215,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Philip Shoul,1247632342,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Rawdon Turner,1247632346,Stub,Antigua and Barbuda,0.1,CARIBBEAN
Alincia Williams-Grant,1241592542,Start,Antigua and Barbuda,0.1,CARIBBEAN
Juan Alemann,1227499891,Stub,Argentina,46.3,SOUTH AMERICA
Germán Alfaro,1223272051,C,Argentina,46.3,SOUTH AMERICA
Joaquín Samuel de Anchorena,1227458965,Start,Argentina,46.3,SOUTH AMERICA
Juan Agustín Augier,1217815148,Stub,Argentina,46.3,SOUTH AMERICA
Uladislao Augier,1217815124,Stub,Argentina,46.3,SOUTH AMERICA
Marco Aurelio Avellaneda,1233010330,Start,Argentina,46.3,SOUTH AMERICA
Joaquín Belgrano,1229623675,Start,Argentina,46.3,SOUTH AMERICA
Antonio Bermejo,1225811362,Start,Argentina,46.3,SOUTH AMERICA
Antonio Beruti,1243926512,Start,Argentina,46.3,SOUTH AMERICA
Héctor Bidonde,1221160348,Start,Argentina,46.3,SOUTH AMERICA
Silvano Bores,1225775647,Stub,Argentina,46.3,SOUTH AMERICA
Exequiel Bustillo,1188044851,Start,Argentina,46.3,SOUTH AMERICA
Mario Cafiero,1135193654,Stub,Argentina,46.3,SOUTH AMERICA
Alberto Manuel Campos,1166331326,Start,Argentina,46.3,SOUTH AMERICA
Alejo Castex,1231276700,C,Argentina,46.3,SOUTH AMERICA
Dámaso Centeno,1245130520,Stub,Argentina,46.3,SOUTH AMERICA
Rossana Chahla,1227517224,C,Argentina,46.3,SOUTH AMERICA
Lázaro Chiappe,1232135530,Stub,Argentina,46.3,SOUTH AMERICA
Carlos Corach,1227620960,Stub,Argentina,46.3,SOUTH AMERICA
Jorge Coscia,1227459720,Stub,Argentina,46.3,SOUTH AMERICA
Carlos de la Rosa,1209668330,Stub,Argentina,46.3,SOUTH AMERICA
Juan Carlos Del Bello,1225784914,Stub,Argentina,46.3,SOUTH AMERICA
Luis L. Domínguez,1234469779,C,Argentina,46.3,SOUTH AMERICA
Máximo Etchecopar,1243279888,Start,Argentina,46.3,SOUTH AMERICA
Héctor Toty Flores,1067754685,Stub,Argentina,46.3,SOUTH AMERICA
Guillermo Francos,1245178482,Start,Argentina,46.3,SOUTH AMERICA
